expt_version,subjID,is_test,is_control,sona_experiment_id,sona_credit_token,sona_survey_code,instruction_start_ts,instruction_end_ts,expt_start_ts,expt_end_ts,evaluation_start_ts,evaluation_end_ts,memory_start_ts,memory_end_ts
2,user_1595708447269,False,False,1889,dc56fda841254cf7b818f6074c925e46,32824,1595708447270,1595708490216,1595708447270,1595709951407,1595708837438,1595709910937,1595709910937,1595709951407
2,user_1594946125400,False,True,1889,dc56fda841254cf7b818f6074c925e46,26767,1594946125401,1594946167451,1594946125401,1594946708295,1594946606777,1594946686026,1594946686026,1594946708295
2,user_1594612878367,False,False,1889,dc56fda841254cf7b818f6074c925e46,31526,1594612878367,1594612905984,1594612878367,1594613249339,1594613134132,1594613229302,1594613229302,1594613249338
2,user_1594784254125,False,False,1889,dc56fda841254cf7b818f6074c925e46,28429,1594784254126,1594784277208,1594784254126,1594784572585,1594784481825,1594784557299,1594784557299,1594784572584
2,user_1594183430795,False,True,1889,dc56fda841254cf7b818f6074c925e46,33228,1594183430795,1594183462663,1594183430795,1594184037347,1594183916324,1594184012102,1594184012102,1594184037347
2,user_1594249910833,False,True,1889,dc56fda841254cf7b818f6074c925e46,31084,1594249910834,1594249945489,1594249910834,1594250550547,1594250371209,1594250515057,1594250515057,1594250550547
2,user_1594761367006,False,True,1889,dc56fda841254cf7b818f6074c925e46,26881,1594761367006,1594761387853,1594761367006,1594761724260,1594761640352,1594761697250,1594761697250,1594761724260
2,user_1595623184030,False,True,1889,dc56fda841254cf7b818f6074c925e46,33114,1595623184031,1595623221724,1595623184031,1595623631202,1595623518814,1595623608534,1595623608535,1595623631202
2,user_1595530571067,False,False,1889,dc56fda841254cf7b818f6074c925e46,32879,1595530571068,1595530613321,1595530571068,1595530954766,1595530851318,1595530922125,1595530922125,1595530954766
2,user_1594176661687,False,False,1889,dc56fda841254cf7b818f6074c925e46,22749,1594176661687,1594176856392,1594176661687,1594177072708,1594177036761,1594177064266,1594177064267,1594177072708
2,user_1595907288290,False,True,1889,dc56fda841254cf7b818f6074c925e46,24137,1595907288290,1595907310218,1595907288290,1595907662823,1595907572199,1595907643443,1595907643443,1595907662822
2,user_1594916040377,False,True,1889,dc56fda841254cf7b818f6074c925e46,24280,1594916040377,1594916077105,1594916040377,1594916599536,1594916430835,1594916576925,1594916576926,1594916599536
2,user_1595132974991,False,True,1889,dc56fda841254cf7b818f6074c925e46,35784,1595132974991,1595133009819,1595132974991,1595133683396,1595133560046,1595133651051,1595133651051,1595133683396
2,user_1595110390402,False,False,1889,dc56fda841254cf7b818f6074c925e46,32309,1595110390402,1595110419264,1595110390402,1595110875331,1595110780446,1595110858404,1595110858404,1595110875331
2,user_1594252556818,False,False,1889,dc56fda841254cf7b818f6074c925e46,31839,1594252556819,1594252590682,1594252556819,1594253056451,1594252897573,1594253032846,1594253032847,1594253056450
2,user_1595364343391,False,True,1889,dc56fda841254cf7b818f6074c925e46,25615,1595364343391,1595364369219,1595364343391,1595364615563,1595364572482,1595364601193,1595364601193,1595364615563
2,user_1595956244679,False,True,1889,dc56fda841254cf7b818f6074c925e46,34513,1595956244679,1595956284581,1595956244679,1595956974183,1595956797765,1595956935020,1595956935020,1595956974183
2,user_1594654000980,False,False,1889,dc56fda841254cf7b818f6074c925e46,31900,1594654000980,1594654048251,1594654000980,1594655024385,1594654821984,1594654968362,1594654968362,1594655024385
2,user_1594350855546,False,True,1889,dc56fda841254cf7b818f6074c925e46,24270,1594350855546,1594350886120,1594350855546,1594351347277,1594351180456,1594351312023,1594351312024,1594351347277
2,user_1595914740031,False,True,1889,dc56fda841254cf7b818f6074c925e46,33936,1595914740032,1595914767648,1595914740032,1595915280280,1595915149888,1595915258158,1595915258159,1595915280280
2,user_1595891251893,False,False,1889,dc56fda841254cf7b818f6074c925e46,25009,1595891251893,1595891312271,1595891251893,1595892154623,1595891784697,1595892117655,1595892117655,1595892154623
2,user_1595926140123,False,True,1889,dc56fda841254cf7b818f6074c925e46,35685,1595926140123,1595926168671,1595926140123,1595927017024,1595926861507,1595926992367,1595926992367,1595927017024
2,user_1594755557485,False,False,1889,dc56fda841254cf7b818f6074c925e46,35127,1594755557485,1594755600182,1594755557485,1594755980231,1594755843164,1594755932132,1594755932133,1594755980231
2,user_1595911399383,False,True,1889,dc56fda841254cf7b818f6074c925e46,33575,1595911399384,1595911437006,1595911399384,1595911951010,1595911801541,1595911915560,1595911915560,1595911951010
2,user_1595380579336,False,True,1889,dc56fda841254cf7b818f6074c925e46,28180,1595380579336,1595380613517,1595380579336,1595381253500,1595381070371,1595381207105,1595381207105,1595381253500
2,user_1595827209469,False,True,1889,dc56fda841254cf7b818f6074c925e46,33715,1595827209470,1595827254785,1595827209470,1595827865755,1595827684324,1595827838756,1595827838756,1595827865754
2,user_1594197318329,False,False,1889,dc56fda841254cf7b818f6074c925e46,31750,1594197318329,1594197358078,1594197318329,1594197972706,1594197830343,1594197940875,1594197940875,1594197972705
2,user_1595253071762,False,True,1889,dc56fda841254cf7b818f6074c925e46,28897,1595253071763,1595253114487,1595253071763,1595253775613,1595253595064,1595253729360,1595253729361,1595253775612
2,user_1595996986613,False,False,1889,dc56fda841254cf7b818f6074c925e46,26927,1595996986613,1595997097227,1595996986613,1595997467806,1595997368001,1595997452058,1595997452059,1595997467806
2,user_1595371819266,False,False,1889,dc56fda841254cf7b818f6074c925e46,21131,1595371819266,1595371858154,1595371819266,1595372207410,1595372127504,1595372182059,1595372182059,1595372207409
2,user_1594955125791,False,False,1889,dc56fda841254cf7b818f6074c925e46,33354,1594955125792,1594955176964,1594955125792,1594955933260,1594955760068,1594955865828,1594955865828,1594955933260
2,user_1594241867626,False,False,1889,dc56fda841254cf7b818f6074c925e46,23230,1594241867627,1594241902122,1594241867627,1594242225792,1594242130495,1594242213615,1594242213616,1594242225791
2,user_1594204526397,False,True,1889,dc56fda841254cf7b818f6074c925e46,31855,1594204526397,1594204554750,1594204526397,1594205430699,1594205333733,1594205411544,1594205411545,1594205430699
2,user_1594631978448,False,True,1889,dc56fda841254cf7b818f6074c925e46,20914,1594631978449,1594632048653,1594631978449,1594632767746,1594632628093,1594632746484,1594632746485,1594632767746
2,user_1595836551581,False,False,1889,dc56fda841254cf7b818f6074c925e46,24658,1595836551581,1595836603935,1595836551581,1595837093407,1595836964333,1595837069939,1595837069939,1595837093407
2,user_1595885345560,False,True,1889,dc56fda841254cf7b818f6074c925e46,26858,1595885345561,1595885356617,1595885345560,1595885574604,1595885508489,1595885557704,1595885557705,1595885574603
2,user_1594770781540,False,False,1889,dc56fda841254cf7b818f6074c925e46,35672,1594770781541,1594770804945,1594770781541,1594771039312,1594770981759,1594771023027,1594771023028,1594771039311
2,user_1594772128838,False,True,1889,dc56fda841254cf7b818f6074c925e46,20085,1594772128838,1594772139810,1594772128838,1594772499106,1594772381498,1594772472857,1594772472858,1594772499105
2,user_1594200719250,False,False,1889,dc56fda841254cf7b818f6074c925e46,35246,1594200719250,1594200768736,1594200719250,1594201268023,1594201145063,1594201231333,1594201231334,1594201268023
2,user_1595832060275,False,False,1889,dc56fda841254cf7b818f6074c925e46,23623,1595832060275,1595832104872,1595832060275,1595832500976,1595832380937,1595832479550,1595832479550,1595832500976
2,user_1595729979286,False,True,1889,dc56fda841254cf7b818f6074c925e46,31563,1595729979286,1595730013738,1595729979286,1595730512586,1595730397679,1595730494324,1595730494324,1595730512586
2,user_1594931734727,False,True,1889,dc56fda841254cf7b818f6074c925e46,26060,1594931734727,1594931786940,1594931734727,1594932213222,1594932097739,1594932187765,1594932187765,1594932213222
2,user_1594326397424,False,True,1889,dc56fda841254cf7b818f6074c925e46,29884,1594326397424,1594326422804,1594326397424,1594326875512,1594326752605,1594326846396,1594326846396,1594326875512
2,user_1594333046873,False,False,1889,dc56fda841254cf7b818f6074c925e46,33594,1594333046874,1594333084185,1594333046874,1594333463088,1594333353085,1594333425983,1594333425984,1594333463088
2,user_1595573077309,False,False,1889,dc56fda841254cf7b818f6074c925e46,35798,1595573077310,1595573099009,1595573077309,1595573676011,1595573542184,1595573652412,1595573652413,1595573676011
2,user_1595724970045,False,False,1889,dc56fda841254cf7b818f6074c925e46,31675,1595724970045,1595724996820,1595724970045,1595725327386,1595725222025,1595725295201,1595725295201,1595725327385
2,user_1594225543120,False,False,1889,dc56fda841254cf7b818f6074c925e46,35677,1594225543121,1594225566607,1594225543121,1594226458496,1594226304871,1594226395734,1594226395735,1594226458496
2,user_1594790436180,False,True,1889,dc56fda841254cf7b818f6074c925e46,25477,1594790436180,1594790482905,1594790436180,1594791282467,1594791101145,1594791267322,1594791267322,1594791282467
2,user_1595931827341,False,True,1889,dc56fda841254cf7b818f6074c925e46,31048,1595931827342,1595931843929,1595931827342,1595931996483,1595931966371,1595931988136,1595931988137,1595931996482
2,user_1594187133091,False,False,1889,dc56fda841254cf7b818f6074c925e46,27779,1594187133091,1594187194216,1594187133091,1594188608830,1594188396356,1594188552444,1594188552444,1594188608830
2,user_1595825511443,False,False,1889,dc56fda841254cf7b818f6074c925e46,32192,1595825511443,1595825554316,1595825511443,1595863414319,1595863308815,1595863387891,1595863387892,1595863414319
2,user_1595289984368,False,True,1889,dc56fda841254cf7b818f6074c925e46,35787,1595289984368,1595290021584,1595289984368,1595290602026,1595290470661,1595290577986,1595290577987,1595290602026
2,user_1594264311040,False,True,1889,dc56fda841254cf7b818f6074c925e46,29974,1594264311041,1594264341387,1594264311040,1594264820994,1594264731567,1594264807562,1594264807563,1594264820993
2,user_1595197269992,False,False,1889,dc56fda841254cf7b818f6074c925e46,23318,1595197269993,1595197322916,1595197269993,1595197889735,1595197691719,1595197839458,1595197839458,1595197889735
2,user_1594263005495,False,False,1889,dc56fda841254cf7b818f6074c925e46,35149,1594263005496,1594263014898,1594263005496,1594263246185,1594263210351,1594263230935,1594263230935,1594263246184
2,user_1595292781860,False,False,1889,dc56fda841254cf7b818f6074c925e46,32236,1595292781860,1595292804146,1595292781860,1595293180725,1595293087363,1595293153028,1595293153028,1595293180725
2,user_1595046416456,False,True,1889,dc56fda841254cf7b818f6074c925e46,27161,1595046416457,1595046455542,1595046416456,1595047101890,1595046895241,1595047059075,1595047059076,1595047101890
2,user_1594162954744,False,False,1889,dc56fda841254cf7b818f6074c925e46,35005,1594162954744,1594162966764,1594162954744,1594163772755,1594163670153,1594163749947,1594163749948,1594163772755
2,user_1595141320973,False,True,1889,dc56fda841254cf7b818f6074c925e46,32281,1595141320973,1595141391094,1595141320973,1595142118895,1595141975105,1595142092338,1595142092339,1595142118895
2,user_1594170638120,False,False,1889,dc56fda841254cf7b818f6074c925e46,23024,1594170638121,1594170783888,1594170638121,1594171652758,1594171541868,1594171620466,1594171620466,1594171652758
2,user_1594191805973,False,False,1889,dc56fda841254cf7b818f6074c925e46,27338,1594191805973,1594191845639,1594191805973,1594192427429,1594192256011,1594192393993,1594192393994,1594192427428
2,user_1595889249516,False,False,1889,dc56fda841254cf7b818f6074c925e46,31957,1595889249517,1595889272782,1595889249517,1595889498081,1595889461854,1595889484155,1595889484156,1595889498080
2,user_1595998510210,False,True,1889,dc56fda841254cf7b818f6074c925e46,35705,1595998510211,1595998521807,1595998510211,1595998774953,1595998743358,1595998765830,1595998765831,1595998774952
2,user_1595627335626,False,False,1889,dc56fda841254cf7b818f6074c925e46,34409,1595627335627,1595627357830,1595627335627,1595627672540,1595627600685,1595627655016,1595627655016,1595627672540
2,user_1595730059834,False,True,1889,dc56fda841254cf7b818f6074c925e46,33257,1595730059836,1595730099287,1595730059836,1595731307289,1595731145149,1595731272660,1595731272661,1595731307289
2,user_1595748657884,False,False,1889,dc56fda841254cf7b818f6074c925e46,32992,1595748657885,1595748688192,1595748657885,1595749122729,1595749039939,1595749089195,1595749089195,1595749122729
2,user_1594253764218,False,True,1889,dc56fda841254cf7b818f6074c925e46,30874,1594253764218,1594253800586,1594253764218,1594254251240,1594254130389,1594254231789,1594254231789,1594254251239
2,user_1594628391589,False,False,1889,dc56fda841254cf7b818f6074c925e46,28914,1594628391589,1594628427275,1594628391589,1594628928294,1594628771076,1594628910896,1594628910896,1594628928294
2,user_1595948092888,False,True,1889,dc56fda841254cf7b818f6074c925e46,31100,1595948092888,1595948120637,1595948092888,1595948478221,1595948385770,1595948455568,1595948455569,1595948478221
2,user_1594251461069,False,True,1889,dc56fda841254cf7b818f6074c925e46,23137,1594251461069,1594251516600,1594251461069,1594251905770,1594251795163,1594251872548,1594251872549,1594251905769
2,user_1595921140320,False,True,1889,dc56fda841254cf7b818f6074c925e46,16765,1595921140321,1595921186613,1595921140321,1595921709966,1595921576182,1595921683618,1595921683618,1595921709966
2,user_1595030536748,False,True,1889,dc56fda841254cf7b818f6074c925e46,22941,1595030536748,1595030568693,1595030536748,1595030980365,1595030870308,1595030961303,1595030961303,1595030980365
2,user_1594184801669,False,True,1889,dc56fda841254cf7b818f6074c925e46,27573,1594184801670,1594184811368,1594184801670,1594185357676,1594185268831,1594185337203,1594185337203,1594185357675
2,user_1595255972101,False,False,1889,dc56fda841254cf7b818f6074c925e46,19228,1595255972101,1595255993828,1595255972101,1595256677117,1595256535458,1595256652531,1595256652531,1595256677116
2,user_1595450863452,False,False,1889,dc56fda841254cf7b818f6074c925e46,31881,1595450863452,1595451049284,1595450863452,1595451919187,1595451721060,1595451892915,1595451892915,1595451919187
2,user_1594622045360,False,False,1889,dc56fda841254cf7b818f6074c925e46,25984,1594622045361,1594622087546,1594622045361,1594622606509,1594622485023,1594622571555,1594622571556,1594622606509
2,user_1594176655041,False,True,1889,dc56fda841254cf7b818f6074c925e46,31642,1594176655042,1594176705324,1594176655041,1594177268121,1594177140860,1594177239749,1594177239750,1594177268121
2,user_1595293946502,False,True,1889,dc56fda841254cf7b818f6074c925e46,29386,1595293946502,1595293970393,1595293946502,1595294756155,1595294571270,1595294716216,1595294716216,1595294756155
2,user_1595953667801,False,True,1889,dc56fda841254cf7b818f6074c925e46,34525,1595953667802,1595953672844,1595953667802,1595954087632,1595954008732,1595954062336,1595954062337,1595954087632
2,user_1595926248781,False,True,1889,dc56fda841254cf7b818f6074c925e46,35815,1595926248782,1595926269036,1595926248782,1595926615972,1595926485893,1595926595429,1595926595429,1595926615972
2,user_1595062975653,False,True,1889,dc56fda841254cf7b818f6074c925e46,32600,1595062975654,1595063091008,1595062975654,1595064073229,1595063925207,1595064034907,1595064034908,1595064073228
2,user_1595911955472,False,True,1889,dc56fda841254cf7b818f6074c925e46,32737,1595911955472,1595911972288,1595911955472,1595912355176,1595912265672,1595912333890,1595912333890,1595912355176
2,user_1594305098524,False,False,1889,dc56fda841254cf7b818f6074c925e46,32326,1594305098524,1594305166169,1594305098524,1594305902736,1594305735633,1594305851388,1594305851388,1594305902736
2,user_1594174167490,False,True,1889,dc56fda841254cf7b818f6074c925e46,26861,1594174167491,1594174236387,1594174167490,1594174592496,1594174499439,1594174569263,1594174569263,1594174592496
2,user_1595463826093,False,False,1889,dc56fda841254cf7b818f6074c925e46,35027,1595463826093,1595463861606,1595463826093,1595464448226,1595464284487,1595464407795,1595464407795,1595464448226
2,user_1594786145276,False,False,1889,dc56fda841254cf7b818f6074c925e46,21676,1594786145276,1594786230499,1594786145276,1594787401957,1594787114444,1594787358887,1594787358887,1594787401957
2,user_1594619121624,False,True,1889,dc56fda841254cf7b818f6074c925e46,18848,1594619121624,1594619166721,1594619121624,1594620186264,1594620075991,1594620157706,1594620157706,1594620186264
2,user_1594967585217,False,True,1889,dc56fda841254cf7b818f6074c925e46,35603,1594967585217,1594967622886,1594967585217,1594968527018,1594968404235,1594968484803,1594968484803,1594968527018
2,user_1595727950915,False,False,1889,dc56fda841254cf7b818f6074c925e46,31703,1595727950916,1595728039173,1595727950915,1595728360843,1595728283537,1595728346104,1595728346104,1595728360843
2,user_1595918283622,False,True,1889,dc56fda841254cf7b818f6074c925e46,35813,1595918283622,1595918364761,1595918283622,1595918940309,1595918823317,1595918915827,1595918915827,1595918940308
2,user_1594324263734,False,False,1889,dc56fda841254cf7b818f6074c925e46,32515,1594324263735,1594324298587,1594324263735,1594324567312,1594324465205,1594324550951,1594324550951,1594324567312
2,user_1594228812117,False,True,1889,dc56fda841254cf7b818f6074c925e46,26723,1594228812118,1594228953072,1594228812118,1594229372284,1594229273568,1594229355001,1594229355001,1594229372284
2,user_1595306786639,False,False,1889,dc56fda841254cf7b818f6074c925e46,27488,1595306786641,1595306823379,1595306786641,1595307080733,1595306989659,1595307065443,1595307065443,1595307080733
2,user_1594177409373,False,False,1889,dc56fda841254cf7b818f6074c925e46,35430,1594177409373,1594177456197,1594177409373,1594178322591,1594178049818,1594178286494,1594178286495,1594178322591
2,user_1594413803368,False,False,1889,dc56fda841254cf7b818f6074c925e46,32196,1594413803369,1594413867679,1594413803369,1594414566916,1594414342944,1594414533851,1594414533851,1594414566916
2,user_1595915103486,False,True,1889,dc56fda841254cf7b818f6074c925e46,24058,1595915103487,1595915122722,1595915103487,1595915398973,1595915321288,1595915382535,1595915382536,1595915398973
2,user_1594246370758,False,False,1889,dc56fda841254cf7b818f6074c925e46,33801,1594246370759,1594246386818,1594246370759,1594246815132,1594246719129,1594246799496,1594246799496,1594246815131
2,user_1595153144375,False,True,1889,dc56fda841254cf7b818f6074c925e46,27776,1595153144376,1595153177150,1595153144376,1595153626743,1595153514992,1595153603151,1595153603151,1595153626742
2,user_1595133967563,False,False,1889,dc56fda841254cf7b818f6074c925e46,30792,1595133967563,1595134011595,1595133967563,1595134459103,1595134348144,1595134435683,1595134435684,1595134459103
2,user_1594312192229,False,True,1889,dc56fda841254cf7b818f6074c925e46,32189,1594312192229,1594312223084,1594312192229,1594312442860,1594312389286,1594312429179,1594312429179,1594312442860
2,user_1595259802201,False,True,1889,dc56fda841254cf7b818f6074c925e46,22717,1595259802201,1595259822055,1595259802201,1595260194531,1595260100178,1595260179431,1595260179432,1595260194530
2,user_1595112504345,False,False,1889,dc56fda841254cf7b818f6074c925e46,30849,1595112504345,1595112537731,1595112504345,1595112843091,1595112762188,1595112819485,1595112819486,1595112843091
2,user_1594626514650,False,False,1889,dc56fda841254cf7b818f6074c925e46,31711,1594626514650,1594626542314,1594626514650,1594627070741,1594626961917,1594627049328,1594627049328,1594627070741
2,user_1595913291451,False,True,1889,dc56fda841254cf7b818f6074c925e46,35379,1595913291451,1595913317457,1595913291451,1595913811025,1595913674729,1595913782741,1595913782741,1595913811025
2,user_1595192349526,False,True,1889,dc56fda841254cf7b818f6074c925e46,26434,1595192349526,1595192394827,1595192349526,1595193433750,1595193224706,1595193382442,1595193382442,1595193433750
2,user_1594162861906,False,False,1889,dc56fda841254cf7b818f6074c925e46,24340,1594162861906,1594162873446,1594162861906,1594163818091,1594163578762,1594163759418,1594163759419,1594163818091
2,user_1594171990724,False,False,1889,dc56fda841254cf7b818f6074c925e46,32385,1594171990725,1594172040267,1594171990725,1594172846473,1594172612440,1594172802584,1594172802585,1594172846473
2,user_1594339812458,False,True,1889,dc56fda841254cf7b818f6074c925e46,31443,1594339812459,1594339852266,1594339812459,1594340497424,1594340341661,1594340466672,1594340466673,1594340497421
2,user_1595105899633,False,True,1889,dc56fda841254cf7b818f6074c925e46,34416,1595105899634,1595105940573,1595105899634,1595106484993,1595106361336,1595106453076,1595106453076,1595106484992
2,user_1595900388289,False,True,1889,dc56fda841254cf7b818f6074c925e46,28288,1595900388289,1595900411907,1595900388289,1595900838611,1595900751176,1595900820779,1595900820780,1595900838610
2,user_1595543497290,False,False,1889,dc56fda841254cf7b818f6074c925e46,35118,1595543497290,1595543525175,1595543497290,1595544261515,1595544123931,1595544230182,1595544230182,1595544261515
2,user_1595892034692,False,False,1889,dc56fda841254cf7b818f6074c925e46,32225,1595892034692,1595892085377,1595892034692,1595892526512,1595892373995,1595892506634,1595892506635,1595892526511
2,user_1594595046598,False,True,1889,dc56fda841254cf7b818f6074c925e46,29978,1594595046598,1594595087771,1594595046598,1594598071872,1594597789359,1594598048752,1594598048753,1594598071872
2,user_1595903977654,False,True,1889,dc56fda841254cf7b818f6074c925e46,30583,1595903977654,1595903999244,1595903977654,1595904321120,1595904214495,1595904290536,1595904290537,1595904321120
2,user_1594246941320,False,False,1889,dc56fda841254cf7b818f6074c925e46,32057,1594246941320,1594246972290,1594246941320,1594247452666,1594247345699,1594247416484,1594247416485,1594247452666
2,user_1594330438464,False,True,1889,dc56fda841254cf7b818f6074c925e46,33596,1594330438464,1594330477704,1594330438464,1594331063506,1594330931443,1594331042665,1594331042666,1594331063505
2,user_1595905648799,False,True,1889,dc56fda841254cf7b818f6074c925e46,31838,1595905648800,1595905676692,1595905648799,1595906336218,1595906067328,1595906320762,1595906320762,1595906336217
2,user_1594266680013,False,True,1889,dc56fda841254cf7b818f6074c925e46,20604,1594266680014,1594266723143,1594266680014,1594267322511,1594267196037,1594267298458,1594267298458,1594267322510
2,user_1595917283064,False,True,1889,dc56fda841254cf7b818f6074c925e46,28460,1595917283064,1595917323347,1595917283064,1595918093614,1595917917075,1595918064672,1595918064672,1595918093614
2,user_1594163005666,False,True,1889,dc56fda841254cf7b818f6074c925e46,29513,1594163005667,1594163077711,1594163005667,1594164333123,1594164189363,1594164309660,1594164309660,1594164333123
2,user_1595168694635,False,False,1889,dc56fda841254cf7b818f6074c925e46,22891,1595168694636,1595168717775,1595168694636,1595169352707,1595169242355,1595169336514,1595169336514,1595169352707
2,user_1595224427205,False,True,1889,dc56fda841254cf7b818f6074c925e46,32308,1595224427205,1595224460692,1595224427205,1595225071034,1595224922321,1595225043180,1595225043181,1595225071034
2,user_1595910224786,False,True,1889,dc56fda841254cf7b818f6074c925e46,35757,1595910224786,1595910267272,1595910224786,1595910926294,1595910785822,1595910897521,1595910897521,1595910926294
2,user_1595825676830,False,True,1889,dc56fda841254cf7b818f6074c925e46,28191,1595825676831,1595825729634,1595825676831,1595826409100,1595826243820,1595826367259,1595826367259,1595826409100
2,user_1594428771401,False,False,1889,dc56fda841254cf7b818f6074c925e46,23088,1594428771402,1594428791951,1594428771402,1594429649351,1594429518744,1594429630919,1594429630920,1594429649351
2,user_1594857045526,False,False,1889,dc56fda841254cf7b818f6074c925e46,30860,1594857045527,1594857082683,1594857045526,1594857498275,1594857375456,1594857476634,1594857476635,1594857498275
2,user_1595730646120,False,True,1889,dc56fda841254cf7b818f6074c925e46,32476,1595730646122,1595730670836,1595730646121,1595731127422,1595731003181,1595731104380,1595731104381,1595731127421
2,user_1595384136811,False,True,1889,dc56fda841254cf7b818f6074c925e46,24444,1595384136812,1595453193324,1595384136812,1595454181803,1595453940927,1595454164588,1595454164589,1595454181802
2,user_1594160371137,False,False,1889,dc56fda841254cf7b818f6074c925e46,32222,1594160371137,1594160415990,1594160371137,1594160748095,1594160702905,1594160738934,1594160738934,1594160748095
2,user_1594165656421,False,True,1889,dc56fda841254cf7b818f6074c925e46,22627,1594165656421,1594165665626,1594165656421,1594165915538,1594165873331,1594165901664,1594165901664,1594165915538
2,user_1594969269956,False,False,1889,dc56fda841254cf7b818f6074c925e46,25931,1594969269957,1594969285657,1594969269957,1594970072146,1594969762281,1594969927291,1594969927292,1594970072146
2,user_1595989201462,False,False,1889,dc56fda841254cf7b818f6074c925e46,33191,1595989201463,1595989236368,1595989201462,1595989850707,1595989618287,1595989808638,1595989808639,1595989850706
2,user_1594923000872,False,False,1889,dc56fda841254cf7b818f6074c925e46,35774,1594923000872,1594923041721,1594923000872,1594923587789,1594923474133,1594923564749,1594923564749,1594923587789
2,user_1595203163633,False,True,1889,dc56fda841254cf7b818f6074c925e46,33926,1595203163633,1595203200052,1595203163633,1595203752770,1595203639349,1595203723592,1595203723592,1595203752770
2,user_1594234033507,False,True,1889,dc56fda841254cf7b818f6074c925e46,24345,1594234033507,1594234065629,1594234033507,1594234536935,1594234415563,1594234504661,1594234504662,1594234536935
2,user_1594956097919,False,False,1889,dc56fda841254cf7b818f6074c925e46,23350,1594956097919,1594956137799,1594956097919,1594956529481,1594956412296,1594956509631,1594956509631,1594956529480
