Subject,Condition,Trial index,Code block,Trial catches fish,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1595914740031,Describe,1,1,1,"Large red top with a purple dot on the middle left, with an orange upside down triangle at the bottom",0,1,0,1,2,0,2,1,0,1
user_1595914740031,Describe,2,1,0,Green circle with a blue teardrop on the bottom,0,2,0,2,2,0,2,0,0,0
user_1595914740031,Describe,3,1,0,"Slanted yellow square, with a green circle (that has a red dot on the bottom right) on the bottom",0,2,0,2,2,0,2,1,0,1
user_1595914740031,Describe,4,1,1,Blue oval with a 4 sided star that has a red dot in the middle on the bottom,0,2,0,2,1,0,1,1,0,1
user_1595914740031,Describe,5,1,1,"Red circle with a purple dot close to the center, with a green rotated square that has a red dot close to the center on the bottom",0,2,0,2,2,0,2,2,0,2
user_1595914740031,Describe,6,1,0,4 sided blue star with a red circle on the bottom,0,2,0,2,2,0,2,0,0,0
user_1595914740031,Describe,7,1,1,"Yellow rotated square with a purple circle on the top right, with a blue rotated square on the bottom",0,2,0,2,2,0,2,1,0,1
user_1595914740031,Describe,8,1,0,"Green upside down triangle with a purple dot at the top left, with a red oval with a purple dot close to the middle on the bottom",0,2,0,2,2,0,2,2,0,2
user_1595891251893,Explain,1,1,1,it resembles a smaller fish,1,0,0,0,0,0,0,0,0,0
user_1595891251893,Explain,2,1,0,It doesn't look like a fish,1,0,0,0,0,0,0,0,0,0
user_1595891251893,Explain,3,1,0,it's an abstarct shape that doesn't resemble a fish,1,0,0,0,0,0,0,0,0,0
user_1595891251893,Explain,4,1,1,It looks more like a fish and it has brighter colors,1,0,0,0,1,1,0,0,0,0
user_1595891251893,Explain,5,1,1,It has bright colors and spots that make it resemble a fish's eye.,1,0,0,0,1,1,0,2,1,1
user_1595891251893,Explain,6,1,0,It doesn't look like a fish at all,1,0,0,0,0,0,0,0,0,0
user_1595891251893,Explain,7,1,1,the purple spot makes it look like a fish with an eye.,1,0,0,0,0,0,0,2,1,1
user_1595891251893,Explain,8,1,0,The shape doesn't look like a normal fish's shape,1,0,0,0,0,0,0,0,0,0
user_1595926140123,Describe,1,1,1,"A lure with the colors red, purple, and yellow. The yellow is a cone at the bottom of the lure, the red is an upside down ice-cream looking shape, and the purple is a dot on the left side of the red shape. The overall shape of the lure is pointy at each end--top and bottom.",0,2,0,2,2,0,2,1,0,1
user_1595926140123,Describe,2,1,0,"This lure has colors green and blue. The green part looks like a circle, and the blue part looks like a waterdrop that hangs at the bottom end of the green part.",0,2,0,2,2,0,2,0,0,0
user_1595926140123,Describe,3,1,0,"There are yellow, green, and violet colors in the lure. The yellow part is in a diamond shape, and the green part is a circle attached at the bottom of the diamond. The magenta part is a little dot at the bottom right edge of the green circle.",0,2,0,2,2,0,2,1,0,1
user_1595926140123,Describe,4,1,1,"A star-looking shape is attached at the bottom end of a vertical oval, and there is a purplish dot on the star.",0,2,0,2,0,0,0,1,0,1
user_1595926140123,Describe,5,1,1,A diamond is attached on a bigger circle. There are two dots on each shape in purple.,0,2,0,2,0,0,0,2,0,2
user_1595926140123,Describe,6,1,0,A red circle is attached at the bottom of a bigger blue star.,0,2,0,2,2,0,2,0,0,0
user_1595926140123,Describe,7,1,1,A blue diamond is attached at the bottom of a bigger yellow diamond with a purple dot,0,2,0,2,2,0,2,1,0,1
user_1595926140123,Describe,8,1,0,A red oval with a dot is attached at the bottom of an upside down green triangle also with a dot,0,2,0,2,2,0,2,2,0,2
user_1594755557485,Explain,1,1,1,"red, big",0,0,0,0,1,0,1,0,0,0
user_1594755557485,Explain,2,1,0,green blue round,0,1,1,0,2,0,2,0,0,0
user_1594755557485,Explain,3,1,0,small round bottom purple dot,0,1,1,0,0,0,0,1,0,1
user_1594755557485,Explain,4,1,1,purple dot not round bottom,0,1,1,0,0,0,0,1,0,1
user_1594755557485,Explain,5,1,1,purple dot not round bottom red,0,1,1,0,1,0,1,1,0,1
user_1594755557485,Explain,6,1,0,round bottom,0,1,1,0,0,0,0,0,0,0
user_1594755557485,Explain,7,1,1,purple dot not round bottom,0,1,1,0,0,0,0,1,0,1
user_1594755557485,Explain,8,1,0,round bottom,0,1,1,0,0,0,0,0,0,0
user_1595911399383,Describe,1,1,1,It is a teardrop with circle in it and attached is a triangle.,0,2,0,2,0,0,0,1,0,1
user_1595911399383,Describe,2,1,0,It is a large green circle with a small blue teardrop attached.,0,2,0,2,2,0,2,0,0,0
user_1595911399383,Describe,3,1,0,It is a diamond shape with a green circle attached that has a small purple circle inside.,0,2,0,2,1,0,1,1,0,1
user_1595911399383,Describe,4,1,1,An oval shape attached to a shimmer type of shape that has a small circle inside,0,2,0,2,0,0,0,1,0,1
user_1595911399383,Describe,5,1,1,A circle with a small purple circle attached to a green diamond with a purple circle,0,2,0,2,1,0,1,2,0,2
user_1595911399383,Describe,6,1,0,shimmer blue shape attached to a smaller red circle,0,2,0,2,2,0,2,0,0,0
user_1595911399383,Describe,7,1,1,a larger yellow diamond with a purple dot inside is attached to a blue diamond.,0,2,0,2,2,0,2,1,0,1
user_1595911399383,Describe,8,1,0,a green triangle with a purple dot inside attached to a red oval with a purple dot inside.,0,2,0,2,2,0,2,2,0,2
user_1595380579336,Describe,1,1,1,Red raindrop with purple circle on the left side of raindrop. Yellow triangle underneath.,0,2,0,2,2,0,2,1,0,1
user_1595380579336,Describe,2,1,0,Green circle with blue raindrop underneath.,0,2,0,2,2,0,2,0,0,0
user_1595380579336,Describe,3,1,0,Yellow diagonal square with small green circle underneath. Small purple dot in green circle.,0,2,0,2,2,0,2,1,0,1
user_1595380579336,Describe,4,1,1,Blue oval with yellow sparkle underneath. Purple dot in yellow sparkle.,0,2,0,2,2,0,2,1,0,1
user_1595380579336,Describe,5,1,1,Red circle with smaller purple circle in it. Green diagonal square underneath with purple dot.,0,2,0,2,2,0,2,2,0,2
user_1595380579336,Describe,6,1,0,Blue sparkle shape with red circle underneath.,0,2,0,2,2,0,2,0,0,0
user_1595380579336,Describe,7,1,1,Yellow diagonal square with purple circle inside. Blue diagonal square underneath.,0,2,0,2,2,0,2,1,0,1
user_1595380579336,Describe,8,1,0,Green upside down triangle with purple circle on lefthand side. Red oval underneath with purple dot.,0,2,0,2,2,0,2,2,0,2
user_1595827209469,Describe,1,1,1,"orange teardrop with small purple circle in upper left, on top of upside down yellow triangle",0,2,0,2,2,0,2,1,0,1
user_1595827209469,Describe,2,1,0,green circle on top of smaller blue teardrop,0,2,0,2,2,0,2,0,0,0
user_1595827209469,Describe,3,1,0,yellow sideways square on top of smaller green circle with small purple circle in lower right,0,2,0,2,2,0,2,1,0,1
user_1595827209469,Describe,4,1,1,blue vertical ellipse on top of yellow 4 pointed star with small purple circle on upper right,0,2,0,2,2,0,2,1,0,1
user_1595827209469,Describe,5,1,1,"orange circle with smaller purple circle in middle lower right, on top of smaller green sideways square with smaller purple circle on the right",0,2,0,2,2,0,2,2,0,2
user_1595827209469,Describe,6,1,0,blue 4 pointed star on top of smaller orange circle,0,2,0,2,2,0,2,0,0,0
user_1595827209469,Describe,7,1,1,"yellow sideways square with small purple circle in upper right, on top of smaller blue sideways square",0,2,0,2,2,0,2,1,0,1
user_1595827209469,Describe,8,1,0,"green upside down triangle with smaller purple circle in upper left, on top of smaller orange vertical ellipse with small purple circle on left",0,2,0,2,2,0,2,2,0,2
user_1594197318329,Explain,1,1,1,"lure looks like fish, violet eye, yellow tail",1,1,1,0,1,0,1,1,1,0
user_1594197318329,Explain,2,1,0,"green ball=not food, fish do not need more water",1,1,0,1,1,0,1,0,0,0
user_1594197318329,Explain,3,1,0,"green ball=not food, square= not food",1,2,0,2,1,0,1,0,0,0
user_1594197318329,Explain,4,1,1,"star=shinny, ellipsoid long like a fish",1,2,0,2,1,1,0,0,0,0
user_1594197318329,Explain,5,1,1,big red small square,0,1,0,1,1,0,1,0,0,0
user_1594197318329,Explain,6,1,0,star is not yellow,0,1,0,1,1,0,1,0,0,0
user_1594197318329,Explain,7,1,1,have at lease one part that have a little purple circle in,0,0,0,0,0,0,0,1,0,1
user_1594197318329,Explain,8,1,0,triangle not working,0,1,0,1,0,0,0,0,0,0
user_1595253071762,Describe,1,1,1,A drop-like red lure with a small purple dot inside of it and a yellow triangle attached to the bottom.,0,2,0,2,2,0,2,1,0,1
user_1595253071762,Describe,2,1,0,A green circle with a small blue drop-like shape.,0,2,0,2,2,0,2,0,0,0
user_1595253071762,Describe,3,1,0,A yellow diamond shape with a green small circle and a small purple dot inside it.,0,2,0,2,2,0,2,1,0,1
user_1595253071762,Describe,4,1,1,A big green oval and a small yellow star shape with a purple dot inside it,0,2,0,2,2,0,2,1,0,1
user_1595253071762,Describe,5,1,1,A big orange circle with a purple dot inside it and a smaller green diamond with a smaller purple dot inside it,0,2,0,2,2,0,2,2,0,2
user_1595253071762,Describe,6,1,0,A blue star with a small orange circle,0,2,0,2,2,0,2,0,0,0
user_1595253071762,Describe,7,1,1,A yellow diamond with a purple dot inside it and a small blue diamond,0,2,0,2,2,0,2,1,0,1
user_1595253071762,Describe,8,1,0,A green triangle with a purple dot inside it and a smaller orange oval with a smaller purple dot inside it,0,2,0,2,2,0,2,2,0,2
user_1595996986613,Explain,1,1,1,Because its colorful,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,2,1,0,Because of the shape,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,3,1,0,Because of the size,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,4,1,1,Because of the shape,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,5,1,1,Because of the shape of the end.,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,6,1,0,Because of the spikes,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,7,1,1,The shape of the end,0,0,0,0,0,0,0,0,0,0
user_1595996986613,Explain,8,1,0,The shape of the top,0,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,1,1,1,The color may have been able to be seen in the murky water.,1,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,2,1,0,The color is not as easy to see in water,1,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,3,1,0,The green circle may not attract fish,1,1,0,1,1,0,1,0,0,0
user_1595371819266,Explain,4,1,1,Theres a sharp thing on the bottom?,0,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,5,1,1,Theres a sharp thing on the bottom,0,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,6,1,0,There are no sharp things on the bottom,0,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,7,1,1,Its sharp on the bottom,0,0,0,0,0,0,0,0,0,0
user_1595371819266,Explain,8,1,0,The bottom is rounded not edgy,0,2,2,0,0,0,0,0,0,0
user_1594955125791,Explain,1,1,1,Because the fish will bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,2,1,0,Because the fish won't bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,3,1,0,Because the fish won't bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,4,1,1,Because the fish will bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,5,1,1,Because the fish will bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,6,1,0,Because the fish won't bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,7,1,1,Because the fish will bite the lure combination,1,0,0,0,0,0,0,0,0,0
user_1594955125791,Explain,8,1,0,Because the fish will not bite this lure combination,1,0,0,0,0,0,0,0,0,0
user_1594241867626,Explain,1,1,1,because this specific type of fish likes this combination,1,0,0,0,0,0,0,0,0,0
user_1594241867626,Explain,2,1,0,Because it is round,0,1,1,0,0,0,0,0,0,0
user_1594241867626,Explain,3,1,0,"Because one side is pointy, other side is round",0,2,2,0,0,0,0,0,0,0
user_1594241867626,Explain,4,1,1,Because it is pointy at the bottom,0,1,1,0,0,0,0,0,0,0
user_1594241867626,Explain,5,1,1,Because it is pointy at the bottom,0,1,1,0,0,0,0,0,0,0
user_1594241867626,Explain,6,1,0,Because it is not pointy at the bottom,0,1,1,0,0,0,0,0,0,0
